id,price
188686,103099.27912299
188687,20347.336874833258
188688,35517.964097346456
188689,12676.364681968547
188690,37970.18934384669
188691,64132.53315196336
188692,34070.289939758804
188693,12679.056769555833
188694,14172.898587353073
188695,20627.212932390605
188696,70115.32561427118
188697,27561.564370204185
188698,13676.932873839836
188699,61246.82946973408
188700,176471.78006052296
188701,26843.541343909135
188702,13462.109817167526
188703,83013.14326453433
188704,53277.87727678441
188705,28400.080836875095
188706,103235.10773337293
188707,10418.95650238088
188708,15599.072751654612
188709,12917.75439168216
188710,20786.615318592136
188711,27945.933428187443
188712,56526.561920037624
188713,31580.214954393843
188714,20344.852356619907
188715,40776.49548855082
188716,97634.83872576963
188717,10916.448784936609
188718,15152.76944781025
188719,28654.557177451952
188720,17157.846355397738
188721,67740.66371100703
188722,56421.695764964075
188723,21249.175556702008
188724,29464.135738260407
188725,12069.929217408937
188726,44944.57571151684
188727,12351.681225454204
188728,51304.41275526933
188729,22354.171077441064
188730,60759.98359447106
188731,61647.472788672625
188732,41689.720573195584
188733,22642.2816372859
188734,10326.73038769763
188735,8459.611312430328
188736,11407.942309381184
188737,89260.11667126046
188738,92638.15332342639
188739,48674.84660253924
188740,83907.01048439642
188741,41960.894089141664
188742,24857.624711198565
188743,35329.52038709251
188744,73856.78625513676
188745,67427.58474963007
188746,39873.64119977863
188747,34456.811651841395
188748,21327.790781690263
188749,72318.82592972653
188750,9039.054170989284
188751,52650.63215101691
188752,109665.33387912315
188753,9597.417120230473
188754,61107.683174234306
188755,89012.85609508526
188756,30755.559536139994
188757,24073.991414696793
188758,10140.370704553554
188759,16468.26788555283
188760,11469.911118768367
188761,36593.55234051573
188762,54786.230892476466
188763,30905.49975050439
188764,14880.561089866307
188765,54153.061318922286
188766,27991.332986034242
188767,12234.40877084006
188768,38820.162929183905
188769,82134.66629329183
188770,51157.69764093976
188771,13039.528684447017
188772,8501.451278611688
188773,45699.41706281541
188774,58708.052199494334
188775,50365.44053951642
188776,10866.066822505947
188777,20360.31810496188
188778,23947.336149689116
188779,72078.22511713738
188780,60586.69515759326
188781,79422.44042630249
188782,15321.760378228524
188783,18053.28901348478
188784,49589.73773368812
188785,29665.34064023604
188786,35282.00087116456
188787,9921.65451695386
188788,25323.882571865044
188789,52832.60070189361
188790,10459.315630354677
188791,8170.918029542342
188792,60925.90732702666
188793,17374.360925559366
188794,14866.666154310831
188795,40829.96667209092
188796,25244.424157517777
188797,84180.86808609955
188798,20735.806053155127
188799,17070.259851259674
188800,54319.98253187156
188801,40016.925836590395
188802,31776.511696575355
188803,88034.03560464013
188804,10152.671188338787
188805,12050.921081590837
188806,89146.7115297072
188807,45177.95362346446
188808,59920.38768073942
188809,32308.71934866627
188810,21394.79119901384
188811,55157.779352566205
188812,24800.503304053527
188813,14485.813807071572
188814,36666.11482729634
188815,19009.8717022111
188816,36871.540801574374
188817,31598.672340462104
188818,39536.40535736524
188819,40591.18066621052
188820,61095.382573029055
188821,32887.47929616117
188822,21315.767600156396
188823,40174.55674605895
188824,9312.63001783794
188825,25564.828185276627
188826,9155.170046790663
188827,35102.06187548723
188828,24813.92049189825
188829,14621.385101880976
188830,56257.58842574315
188831,67599.94896931625
188832,11397.158973578513
188833,24286.136404655004
188834,32374.03445069458
188835,21974.176452370426
188836,35406.72099795035
188837,42726.4040614446
188838,14866.666154310831
188839,16361.569159509781
188840,25955.25584265625
188841,55386.84941326956
188842,14790.538835196781
188843,72667.88593982147
188844,39615.70523913582
188845,21776.35268362738
188846,31854.339708476804
188847,84124.84816874692
188848,13634.672567227653
188849,27392.054671168906
188850,70012.28198228036
188851,118015.36085089516
188852,68036.94636848947
188853,15879.073374026286
188854,20053.452283328585
188855,69210.73630728503
188856,102605.21120451411
188857,110706.64388847085
188858,48756.846030556124
188859,48756.846030556124
188860,8863.095922138325
188861,43699.27538895226
188862,110150.37037339844
188863,33646.89351758715
188864,27432.67512233643
188865,30964.203824530436
188866,40726.36957537503
188867,12923.8942526076
188868,128026.42425622413
188869,22718.08944613318
188870,9220.851856543277
188871,12182.59307719104
188872,33838.62967422339
188873,48224.97164095888
188874,33829.7573733063
188875,16837.54542724857
188876,25508.71598180674
188877,54354.60178424638
188878,74109.02488501546
188879,72041.15139631378
188880,43564.02375486983
188881,10498.303537752212
188882,56256.938279832546
188883,37895.4051299104
188884,101588.81208705733
188885,35350.95752144524
188886,46814.04432244177
188887,137208.650470832
188888,158348.38997514994
188889,42429.2806879455
188890,18601.74248435915
188891,37269.63386156662
188892,32960.40604642436
188893,87482.60545958792
188894,11067.846286498052
188895,24219.992682719818
188896,34962.224591854465
188897,19337.5842370562
188898,10854.074105080477
188899,174417.11149890965
188900,8175.272270048199
188901,9750.356960017927
188902,83047.92087117641
188903,70561.98248568065
188904,44255.194013774824
188905,28690.78420764218
188906,57606.951500870084
188907,69181.72614307405
188908,22198.30567452624
188909,32852.52874241872
188910,25354.41039409602
188911,50245.32719207145
188912,30180.40296501061
188913,72731.08588379246
188914,54772.00745454122
188915,52230.23347345248
188916,9677.722603457589
188917,61044.483988298394
188918,11942.357568993002
188919,19373.374790196453
188920,19540.946714056772
188921,150528.11869685867
188922,39570.94453666786
188923,83557.41090248559
188924,44055.692049403515
188925,49467.21941073078
188926,56458.857236615644
188927,8573.41445907836
188928,68365.30122635681
188929,19532.41857380829
188930,14371.190204553977
188931,42764.772857953656
188932,28614.008174781768
188933,80519.1146898962
188934,66899.09156220897
188935,33772.425783371415
188936,34655.46974669843
188937,35053.76729607789
188938,23721.878147404423
188939,70317.98737665982
188940,10821.512479395089
188941,74066.4413143091
188942,95259.76695954375
188943,66038.85902945977
188944,35531.28451633844
188945,23137.56215334164
188946,30499.523603028054
188947,39416.05999009665
188948,68331.57941359605
188949,117702.02597401896
188950,23472.806096917768
188951,35700.509667446175
188952,8919.069265970367
188953,9038.566439099919
188954,24671.03086154798
188955,52408.6003253549
188956,21762.02079301337
188957,37895.4051299104
188958,27383.4138240495
188959,11489.369996477702
188960,53728.38438579879
188961,87783.71914077016
188962,14358.291712038279
188963,58297.73727775771
188964,51320.96177762141
188965,8149.972405063225
188966,56764.031025839366
188967,57484.63765628953
188968,25820.117633372116
188969,36019.74102653369
188970,39924.69428545726
188971,33772.612380262704
188972,78182.46003377237
188973,92273.30592021368
188974,35681.50138594689
188975,25285.238115222033
188976,14669.372875401084
188977,39603.57020987421
188978,10187.202060775926
188979,60574.795203431546
188980,19704.698306602488
188981,16688.846609079414
188982,31911.126107878317
188983,78443.86717429996
188984,27657.875120096312
188985,12940.99082952424
188986,24564.606073402167
188987,53057.987612149744
188988,23795.374753529195
188989,51719.723795070524
188990,43333.693205267635
188991,61742.564181379596
188992,30141.527243687782
188993,32132.70410324953
188994,35442.59251299402
188995,36393.15471574072
188996,19492.30351425176
188997,88522.33252592449
188998,62386.491648525436
188999,11468.24593311741
189000,12494.621006072015
189001,23035.389193501935
189002,47324.51599028579
189003,29947.36757446942
189004,58084.428498652574
189005,45258.072880204076
189006,52547.0396573976
189007,35410.73037057184
189008,28721.924197324868
189009,12817.519136136738
189010,42440.638236247134
189011,43298.78457171022
189012,50812.05528183079
189013,45177.292960861996
189014,54244.422719627044
189015,20709.487065128156
189016,58974.79555336802
189017,11680.131626015169
189018,19182.704717845147
189019,11208.147035782333
189020,14588.050767789282
189021,48127.19775676371
189022,51169.09793742376
189023,84248.53395718907
189024,27027.634722740957
189025,79800.79017878955
189026,18240.18715415892
189027,12322.986070205072
189028,54611.33487553762
189029,15914.056245542988
189030,16153.675084944185
189031,34882.69784264642
189032,52144.9698315818
189033,11105.084541260981
189034,103721.00982787047
189035,71274.19008342458
189036,97272.81603618173
189037,20144.896271731133
189038,57696.22484428548
189039,48698.33272302138
189040,13265.753729950287
189041,15326.185199310024
189042,24181.595525433437
189043,60843.877398208155
189044,35204.241735714924
189045,48223.99503693004
189046,11430.40591174023
189047,15080.067012928934
189048,12175.261227253244
189049,71552.17354209464
189050,36535.747709647614
189051,14980.48863854046
189052,37184.76932250855
189053,33888.39190166832
189054,45454.425392373494
189055,33101.268864519705
189056,13578.789508036269
189057,22616.530589273592
189058,11548.64049057829
189059,84482.71881830684
189060,12524.714758369313
189061,23926.448866494447
189062,25738.991096088776
189063,29821.784860319043
189064,11350.882063674027
189065,30060.632671571602
189066,16740.400128428835
189067,60725.01991082079
189068,20401.42474734931
189069,30909.153439924066
189070,56727.727236656516
189071,43625.49018243109
189072,108443.08146871168
189073,47663.21573494585
189074,27817.630101042447
189075,33830.701683171494
189076,26712.765244921473
189077,66458.45215422046
189078,62022.146792249645
189079,36873.05033193938
189080,82468.59350627057
189081,36481.15353327439
189082,21625.178454061665
189083,21927.795334552284
189084,31189.375323357246
189085,71238.45883645139
189086,9685.197403932134
189087,74016.28125123681
189088,43169.54869979669
189089,67304.15864741548
189090,14941.525034188806
189091,78018.27665824053
189092,24547.993919856985
189093,80764.97939478153
189094,48222.105631914
189095,26935.778895550804
189096,15617.001148216692
189097,73851.05874354993
189098,23206.917158158525
189099,8529.08113297718
189100,11646.918308907058
189101,44452.74799791709
189102,80153.04282690179
189103,50613.08226812407
189104,9007.049622379016
189105,61314.626752777585
189106,55821.589132657886
189107,30242.189555885754
189108,34780.695641482744
189109,69520.06212292283
189110,9796.74946033058
189111,10480.324956394556
189112,16526.84873035103
189113,103677.76444335777
189114,15240.865670917969
189115,15082.206277471361
189116,16943.29365143008
189117,20551.578225409234
189118,34237.03698493299
189119,27451.411813849565
189120,80043.56057991053
189121,52108.41133240426
189122,9944.50812799166
189123,16271.447106321002
189124,36493.58082997981
189125,83666.43491180416
189126,13943.782704202733
189127,35438.68145996662
189128,20206.00495243105
189129,12236.756787677785
189130,123502.39692837845
189131,51686.589536841915
189132,20150.799717366717
189133,73847.7265975224
189134,29712.615793542423
189135,52436.17950119609
189136,81746.11369163377
189137,24528.575978730445
189138,10018.665163140833
189139,10835.67950009809
189140,9934.67238362451
189141,10264.641135189499
189142,11634.16130857331
189143,11105.084541260981
189144,13405.116409489694
189145,106048.94182206885
189146,32569.928544820912
189147,26701.09347221661
189148,36889.279768300796
189149,36061.979712177126
189150,38989.25850649164
189151,26378.35394921955
189152,51938.441189204954
189153,46717.856582229695
189154,14922.179320690906
189155,9841.608909420835
189156,97779.55136391082
189157,11342.311117693884
189158,11470.134942032204
189159,29241.956281833678
189160,38453.830347509385
189161,9430.427770971257
189162,11771.570708462563
189163,34152.25019352378
189164,14670.285870055912
189165,21379.45322346621
189166,115145.77371599263
189167,20250.993771383146
189168,22130.970175022154
189169,34464.95447277796
189170,67456.78517347702
189171,8673.941047336139
189172,51088.28000857211
189173,12110.576563877372
189174,43380.510895379986
189175,8926.566089126287
189176,52804.64436739068
189177,59131.21773634995
189178,54768.408737733866
189179,10946.614618645732
189180,79481.64416457027
189181,14842.262329582383
189182,19334.534530198755
189183,47302.52058664306
189184,109483.66835147853
189185,9543.415942886992
189186,99393.92027282363
189187,119710.97041473597
189188,54647.15615607551
189189,11673.15376124721
189190,34562.50400578582
189191,17841.145243488267
189192,68701.51142705212
189193,55138.73342334725
189194,35266.04197444382
189195,15245.602509727874
189196,10288.851324806703
189197,14563.8699376546
189198,21931.10353224843
189199,12475.391009370669
189200,26243.782342902497
189201,38986.96046334926
189202,15026.068723817913
189203,30055.17619766573
189204,18836.25121852475
189205,45142.37438839331
189206,34268.973034264454
189207,103636.97437347105
189208,24294.45498789029
189209,35059.261713317814
189210,63523.71601033986
189211,9973.673029599688
189212,12658.85915865547
189213,52715.563151888295
189214,92162.71949784124
189215,50771.80641442727
189216,55850.42009303093
189217,46983.02339063455
189218,60139.75216996034
189219,14618.443331252758
189220,53467.53586163604
189221,31445.34813223483
189222,39487.6272495352
189223,41420.84712604794
189224,18839.092031198517
189225,27225.907791828853
189226,59851.07997180932
189227,43740.3651324306
189228,15451.559231822866
189229,68339.873713704
189230,24227.67152702724
189231,62264.48208114554
189232,74586.04770899736
189233,31511.148160659246
189234,48602.28736113251
189235,62000.883296436135
189236,71717.37441635961
189237,41623.00823312141
189238,44140.64802802082
189239,14850.333421574542
189240,35981.4215736145
189241,12355.136797945082
189242,13097.739909419532
189243,48418.492805680435
189244,31706.517119128428
189245,43012.480189051406
189246,12609.071534315326
189247,43091.91246470928
189248,65242.43663419463
189249,23912.14769864581
189250,17348.787204487762
189251,32254.07605226118
189252,21370.432062943502
189253,85668.65344202505
189254,24734.54113892923
189255,30942.207948480518
189256,29605.905905790394
189257,36195.16217160798
189258,12057.490663127775
189259,30757.618676585695
189260,23489.4974263026
189261,88944.87909048585
189262,25884.643163900917
189263,67357.2236844676
189264,54232.3436901895
189265,53810.96390721989
189266,48037.98974155346
189267,62100.37178560875
189268,76366.12500182047
189269,27996.210355618143
189270,49875.5326793583
189271,68759.94401687238
189272,41945.414141986155
189273,68444.1111705341
189274,114903.52766926309
189275,73512.79816119708
189276,44117.174931671405
189277,39867.402282255425
189278,35032.715694289276
189279,68478.69396393606
189280,57543.307925128865
189281,21482.50129308267
189282,73775.51393512821
189283,78315.83136201857
189284,48070.55987154751
189285,37737.35412235326
189286,41400.80296853488
189287,53447.653142305935
189288,67164.46350879181
189289,15084.55589898759
189290,41845.31192705918
189291,52651.60133424643
189292,12671.832808196521
189293,38855.61423498636
189294,33867.664507255555
189295,15925.164628296534
189296,13339.845687334377
189297,37813.53561096564
189298,62643.28268978798
189299,39912.15020709812
189300,134721.96423470153
189301,10754.557579230466
189302,60125.539672759
189303,21158.629566524007
189304,61452.348891682755
189305,42978.36179385421
189306,32740.23774843547
189307,78953.58252529829
189308,44451.760803365745
189309,40549.16662634852
189310,40814.645915087975
189311,69341.32577424309
189312,34518.50226263886
189313,83931.71716118921
189314,40829.96667209092
189315,52316.87678741312
189316,91871.52069797668
189317,47395.95317826911
189318,13808.872523049598
189319,16005.146856432357
189320,82050.57590592146
189321,84187.59113822825
189322,17005.93939491699
189323,8251.234721335586
189324,56074.16797889577
189325,26188.26657899943
189326,11481.448149466514
189327,13325.889278446124
189328,76288.21282302465
189329,21271.998371154838
189330,88361.77644777126
189331,54933.40475251396
189332,63051.59285404739
189333,19797.040757914026
189334,13554.429293991809
189335,20758.610365320645
189336,9174.872648207802
189337,13235.964555188231
189338,41533.1004213813
189339,55397.723071325796
189340,25773.333054328723
189341,110263.41370548574
189342,32671.16102496388
189343,71375.8459735122
189344,31278.92211390845
189345,24957.25341144364
189346,12445.631313285181
189347,57969.40073017436
189348,70417.96085421825
189349,87870.6944165654
189350,39779.54745487886
189351,66146.33696824059
189352,65702.31157195204
189353,8854.997052309276
189354,81289.41565902688
189355,26532.6138250362
189356,24704.082132198313
189357,23761.698316166905
189358,147053.6368845785
189359,27478.72504989705
189360,105478.16512781862
189361,9641.800976383078
189362,16991.05498633832
189363,69025.8202423323
189364,20767.865217085735
189365,77992.87300563171
189366,13128.769802332085
189367,28611.894193011674
189368,69783.3929838485
189369,41337.75659948006
189370,12072.780614580126
189371,50818.69817280928
189372,16012.768143313506
189373,109830.47910517851
189374,26082.994829546747
189375,39944.93561259437
189376,9740.251081634231
189377,18377.398636736885
189378,43794.891962974565
189379,66925.96425479885
189380,20001.092926853795
189381,29597.508116906978
189382,61208.1534121916
189383,52254.48049511956
189384,23224.393810220063
189385,63167.029459341575
189386,30239.851752314986
189387,9424.877315015756
189388,43109.065314591695
189389,69538.40144029885
189390,64408.88855829877
189391,34215.728647959164
189392,11150.2138903678
189393,16956.037553976406
189394,10115.459654516853
189395,11579.9411771279
189396,21862.409040370956
189397,57445.090959878034
189398,15279.425936846479
189399,22528.800304407185
189400,36209.20626776639
189401,30810.801036688168
189402,64999.25543259869
189403,25918.85761972084
189404,39514.41045180534
189405,121338.88834176777
189406,31675.09171592374
189407,37520.09549960329
189408,82315.08644106572
189409,35073.92414105352
189410,78098.99032822873
189411,54568.03775414746
189412,58402.274088510916
189413,54422.794536311456
189414,106879.46560148374
189415,39949.16286553794
189416,27190.16990720106
189417,14760.935143455228
189418,52371.15103636446
189419,23556.65085831929
189420,29785.595598475364
189421,80634.40136530451
189422,71876.31242915493
189423,47379.62853330649
189424,86287.58482194299
189425,48588.008692485084
189426,11368.734147321999
189427,42057.03873781447
189428,12666.657191112403
189429,12655.922416169173
189430,21780.161337790127
189431,34970.97612878753
189432,19966.11003627275
189433,76494.80743845474
189434,39178.50889716277
189435,18021.5033323943
189436,21315.767600156396
189437,14593.24981991011
189438,20015.262483158273
189439,13678.12944667956
189440,30883.7733811336
189441,57572.61453697296
189442,64682.62157815772
189443,103431.1550794782
189444,17818.268227655615
189445,60096.75017120063
189446,109911.15795051049
189447,15162.97017641402
189448,152934.71544983986
189449,8538.26576023367
189450,35557.658244684855
189451,34849.17013892975
189452,20873.518223179683
189453,36889.279768300796
189454,94254.38232715399
189455,32048.103009483126
189456,118363.08817257457
189457,9226.024652971586
189458,87454.53060818542
189459,25277.791753174504
189460,29950.250572594363
189461,52508.14720239247
189462,59335.0419689016
189463,25946.086915551656
189464,28026.11295684584
189465,59409.120393299934
189466,13672.976668889529
189467,34988.29278500422
189468,18398.616821366155
189469,14511.552897208809
189470,84062.76526295586
189471,77931.59150163215
189472,45060.46052096997
189473,8593.061045662564
189474,71711.4369295322
189475,25807.496091289384
189476,41468.34587319553
189477,35171.57284152652
189478,60821.655550728414
189479,43243.9502141458
189480,15977.82011783781
189481,65892.64819214154
189482,20368.15977257925
189483,97948.96563719265
189484,28175.622443706183
189485,11365.485117077096
189486,47480.674566818576
189487,12381.558072859594
189488,19126.320808778913
189489,146913.48772788313
189490,51633.96268310547
189491,61555.59344602731
189492,46948.42650685935
189493,18931.04430877185
189494,87286.1293191541
189495,10519.759560839417
189496,52186.43048569254
189497,59429.247244650134
189498,21094.979926228392
189499,79475.88019791331
189500,20347.024300139798
189501,10868.994355164654
189502,12968.913038588502
189503,30648.981428949955
189504,22293.229663409373
189505,63306.49367500886
189506,53083.723558512946
189507,45984.803830940065
189508,51064.089054370124
189509,61022.17198004309
189510,48427.06039784745
189511,17553.29294278439
189512,44803.46822636782
189513,52176.285739081744
189514,10158.028208660025
189515,47346.921183836144
189516,12813.911720160902
189517,9494.152621323576
189518,37859.03963207569
189519,14668.976311667479
189520,41173.09541059058
189521,56518.10711767925
189522,39975.77649003363
189523,48533.386761090944
189524,21258.44925549655
189525,95864.40220144336
189526,14138.814625278808
189527,54764.38242232459
189528,42344.68848052451
189529,50999.65107333783
189530,50072.53856336692
189531,9131.987436203472
189532,18772.583776960975
189533,73065.89143159045
189534,105213.20620883425
189535,75162.85635049464
189536,55634.02146540051
189537,54344.11111256613
189538,32027.845788441304
189539,35475.815236008086
189540,25225.971222241376
189541,21615.19082866861
189542,53113.20823302861
189543,29607.482086241227
189544,69104.71275003177
189545,9329.262432846024
189546,32783.97383222361
189547,77424.45652226039
189548,54736.385590234284
189549,20197.428589984294
189550,44109.04110140283
189551,19179.608782895622
189552,82389.32381276702
189553,86132.55824155646
189554,36907.685029975095
189555,90427.9070850241
189556,23999.009651948152
189557,54541.61317195464
189558,93640.2037046925
189559,157743.24392152467
189560,145150.14855604
189561,18037.260360690892
189562,44007.71212787463
189563,32597.312073705405
189564,12308.579711191283
189565,52088.76637070489
189566,59318.05368525456
189567,66335.5954107546
189568,8816.82872111894
189569,50517.65588229911
189570,16104.693793671631
189571,22807.7459301282
189572,19718.20492248611
189573,68201.0159815587
189574,19275.21452656527
189575,73747.02969864913
189576,94473.47561912816
189577,62853.97911016931
189578,83430.29214960727
189579,89327.26020260366
189580,42541.83025030219
189581,37793.43612726238
189582,116468.00781595548
189583,54640.797495340936
189584,72958.55248961793
189585,127230.13446159063
189586,52125.92190861858
189587,9385.426641005532
189588,85569.07652127271
189589,29276.08901801877
189590,80595.95283611007
189591,50399.18666609823
189592,49917.52755376789
189593,70149.11079607882
189594,39483.16531978555
189595,26754.662215911216
189596,53019.0328945601
189597,25546.57793809495
189598,11161.884007945122
189599,288780.5104978148
189600,52818.94171474387
189601,92147.57918612515
189602,55191.372829088046
189603,77802.20143978101
189604,29411.061518980296
189605,63781.39577539325
189606,80614.67255153306
189607,54322.99820952558
189608,27804.2866421136
189609,104352.19796842225
189610,75857.31871271582
189611,74164.55262157592
189612,52035.07196851064
189613,28051.082662031913
189614,13216.517231074387
189615,49144.36498975652
189616,66618.51865662594
189617,76312.96464022764
189618,10222.22799941989
189619,59371.721992910345
189620,13109.146505898585
189621,19824.02261966053
189622,52862.506462680336
189623,21623.1127953244
189624,36293.730807418564
189625,38657.24465347019
189626,52129.83478071066
189627,27572.850542988657
189628,95320.88484644963
189629,26492.64559307299
189630,11727.092699690882
189631,35372.359615226414
189632,35531.28451633844
189633,54576.13588735685
189634,39105.58478259604
189635,44250.61903193197
189636,12977.37374630829
189637,13624.45428041038
189638,13060.606490532762
189639,57668.853746217166
189640,127956.06902157301
189641,20170.399226725138
189642,85619.32133818339
189643,17830.8041541923
189644,12051.983076517596
189645,68124.00737349305
189646,33435.07821077929
189647,71572.68225233126
189648,22354.171077441064
189649,41793.708880431375
189650,53451.14434649985
189651,90130.33880123761
189652,16837.54542724857
189653,53689.74448561791
189654,45722.827049489
189655,75747.82598088482
189656,38720.329361998134
189657,16281.871808103087
189658,34401.711031477054
189659,50553.09589168721
189660,13557.615808233559
189661,52244.90908621674
189662,21437.48736546096
189663,56412.7187286531
189664,68558.87371580878
189665,50853.28704087113
189666,22676.241419443657
189667,31578.40967045241
189668,43240.569571688306
189669,26519.031972282537
189670,35236.4700286588
189671,26605.677201698018
189672,79481.64416457027
189673,36668.10977133008
189674,17563.996089199056
189675,25498.950258457437
189676,13957.165465699441
189677,83312.79243402746
189678,27839.89780063614
189679,41097.48159757181
189680,90760.8784285867
189681,34391.039289144384
189682,22665.548005037705
189683,24951.992972405147
189684,19111.229685438764
189685,89873.15490795743
189686,9431.20644003878
189687,9209.981599237233
189688,8839.951202740745
189689,25694.83036512389
189690,42029.402458642886
189691,35062.615474621125
189692,9681.086300369021
189693,59480.43602869208
189694,19110.176696306236
189695,70151.94542957825
189696,71546.24159480518
189697,18494.74693191308
189698,14682.995798323653
189699,9950.528917979675
189700,12437.445742248145
189701,24142.520338631333
189702,70901.55728669462
189703,8597.518048646978
189704,77576.40497832622
189705,59355.25156438057
189706,30495.791416230364
189707,40741.61717335196
189708,24840.226950659668
189709,9900.136193712602
189710,11303.440912044352
189711,18325.593299464137
189712,15443.931311038748
189713,14288.295526153102
189714,26689.496728548766
189715,9395.330089222787
189716,66753.29869345439
189717,38047.97715569883
189718,9226.024652971586
189719,8956.620280840236
189720,62204.27961390725
189721,13994.404276885922
189722,23921.203694434626
189723,29597.548314038708
189724,8943.183851641896
189725,28781.65195375746
189726,59059.58280330584
189727,15779.66841772908
189728,60139.75216996034
189729,21855.742411986554
189730,63164.53663576197
189731,34914.01327471027
189732,80267.25606895931
189733,54348.85144858326
189734,17751.73948457291
189735,33306.32352181648
189736,10330.801724035402
189737,18077.844659651328
189738,82555.24892329992
189739,57640.96460244265
189740,46438.949076769204
189741,86112.6194490003
189742,59920.5708721524
189743,15390.873697811712
189744,70905.76272740742
189745,31377.98960009716
189746,21430.387499999008
189747,33196.66671285157
189748,48209.34290473028
189749,19612.102896277953
189750,11740.036858974803
189751,65875.23976435668
189752,13551.243692027316
189753,69300.94696433647
189754,49950.39714854197
189755,83998.1371267776
189756,12264.970080531864
189757,84056.60006562842
189758,11197.72538556844
189759,90558.39604507256
189760,62372.946572685316
189761,15712.65840215798
189762,81157.70290709754
189763,27490.223526440805
189764,67349.73644647245
189765,46356.456744658426
189766,94598.02642956415
189767,9983.545940062751
189768,16187.812314992756
189769,8725.872655951447
189770,52729.761459111796
189771,10070.569328772572
189772,11980.757480490123
189773,57055.4200615649
189774,35373.2658098003
189775,20417.514444492826
189776,116602.35758251113
189777,14132.48901867868
189778,18436.079057181883
189779,45665.11314012073
189780,8493.65424026077
189781,10618.092650177088
189782,52316.87678741312
189783,115362.8654680725
189784,64249.40366441436
189785,53528.689824586865
189786,77152.03793614708
189787,109784.98207421688
189788,63044.60921433788
189789,15032.058652226982
189790,25040.97649368486
189791,25788.20000665727
189792,8761.993042496573
189793,54436.38852008395
189794,81289.41565902688
189795,85630.54688645042
189796,81569.30187526933
189797,31243.506905651837
189798,27179.62032351565
189799,42746.9704741854
189800,33193.57026563987
189801,67844.41801354679
189802,47884.463842930374
189803,12686.11367790298
189804,9541.242778297503
